source,target,label
wd:Q4156450,wd:Q193563,Employeur
wd:Q15710805,wd:Q193563,Employeur
wd:Q15973860,wd:Q193563,Employeur
wd:Q16862516,wd:Q193563,Employeur
wd:Q20011871,wd:Q193563,Employeur
wd:Q25931580,wd:Q193563,Employeur
wd:Q28849174,wd:Q193563,Employeur
wd:Q28945134,wd:Q193563,Employeur
wd:Q35852527,wd:Q193563,Employeur
wd:Q36487021,wd:Q193563,Employeur
wd:Q19606616,wd:Q2860432,Employeur
wd:Q3579857,wd:Q635734,Fonction
wd:Q28166085,wd:Q635734,Fonction
wd:Q28822713,wd:Q635734,Fonction
wd:Q1495297,wd:Q635734,Occupation
wd:Q1559057,wd:Q635734,Occupation
wd:Q1684704,wd:Q635734,Occupation
wd:Q1684718,wd:Q635734,Occupation
wd:Q1872129,wd:Q635734,Occupation
wd:Q1873427,wd:Q635734,Occupation
wd:Q1874143,wd:Q635734,Occupation
wd:Q1960293,wd:Q635734,Occupation
wd:Q2156245,wd:Q635734,Occupation
wd:Q2399285,wd:Q635734,Occupation
wd:Q2606667,wd:Q635734,Occupation
wd:Q2829780,wd:Q635734,Occupation
wd:Q2830756,wd:Q635734,Occupation
wd:Q2831331,wd:Q635734,Occupation
wd:Q2834077,wd:Q635734,Occupation
wd:Q2847061,wd:Q635734,Occupation
wd:Q2847277,wd:Q635734,Occupation
wd:Q2848060,wd:Q635734,Occupation
wd:Q2865116,wd:Q635734,Occupation
wd:Q2897426,wd:Q635734,Occupation
wd:Q2899549,wd:Q635734,Occupation
wd:Q2920822,wd:Q635734,Occupation
wd:Q2926731,wd:Q635734,Occupation
wd:Q2926789,wd:Q635734,Occupation
wd:Q2935046,wd:Q635734,Occupation
wd:Q2960047,wd:Q635734,Occupation
wd:Q2960185,wd:Q635734,Occupation
wd:Q2960683,wd:Q635734,Occupation
wd:Q2965963,wd:Q635734,Occupation
wd:Q3010095,wd:Q635734,Occupation
wd:Q3047719,wd:Q635734,Occupation
wd:Q3050950,wd:Q635734,Occupation
wd:Q3057005,wd:Q635734,Occupation
wd:Q3057041,wd:Q635734,Occupation
wd:Q3069065,wd:Q635734,Occupation
wd:Q3085002,wd:Q635734,Occupation
wd:Q3086514,wd:Q635734,Occupation
wd:Q3093918,wd:Q635734,Occupation
wd:Q3102826,wd:Q635734,Occupation
wd:Q3103225,wd:Q635734,Occupation
wd:Q3104102,wd:Q635734,Occupation
wd:Q3121183,wd:Q635734,Occupation
wd:Q3121251,wd:Q635734,Occupation
wd:Q3124207,wd:Q635734,Occupation
wd:Q3130376,wd:Q635734,Occupation
wd:Q3130381,wd:Q635734,Occupation
wd:Q3130487,wd:Q635734,Occupation
wd:Q3130727,wd:Q635734,Occupation
wd:Q3131814,wd:Q635734,Occupation
wd:Q3132091,wd:Q635734,Occupation
wd:Q3132261,wd:Q635734,Occupation
wd:Q3142496,wd:Q635734,Occupation
wd:Q3154997,wd:Q635734,Occupation
wd:Q3165571,wd:Q635734,Occupation
wd:Q3166566,wd:Q635734,Occupation
wd:Q3170182,wd:Q635734,Occupation
wd:Q3170216,wd:Q635734,Occupation
wd:Q3170452,wd:Q635734,Occupation
wd:Q3184611,wd:Q635734,Occupation
wd:Q3184612,wd:Q635734,Occupation
wd:Q3188544,wd:Q635734,Occupation
wd:Q3260482,wd:Q635734,Occupation
wd:Q3260563,wd:Q635734,Occupation
wd:Q3261751,wd:Q635734,Occupation
wd:Q3261868,wd:Q635734,Occupation
wd:Q3265273,wd:Q635734,Occupation
wd:Q3270624,wd:Q635734,Occupation
wd:Q3271194,wd:Q635734,Occupation
wd:Q3271205,wd:Q635734,Occupation
wd:Q3271595,wd:Q635734,Occupation
wd:Q3288649,wd:Q635734,Occupation
wd:Q3291511,wd:Q635734,Occupation
wd:Q3291552,wd:Q635734,Occupation
wd:Q3291723,wd:Q635734,Occupation
wd:Q3301297,wd:Q635734,Occupation
wd:Q3302766,wd:Q635734,Occupation
wd:Q3308875,wd:Q635734,Occupation
wd:Q3309525,wd:Q635734,Occupation
wd:Q3309634,wd:Q635734,Occupation
wd:Q3340860,wd:Q635734,Occupation
wd:Q3341054,wd:Q635734,Occupation
wd:Q3345898,wd:Q635734,Occupation
wd:Q3370861,wd:Q635734,Occupation
wd:Q3371604,wd:Q635734,Occupation
wd:Q3371955,wd:Q635734,Occupation
wd:Q3371992,wd:Q635734,Occupation
wd:Q3384295,wd:Q635734,Occupation
wd:Q3384881,wd:Q635734,Occupation
wd:Q3387719,wd:Q635734,Occupation
wd:Q3419136,wd:Q635734,Occupation
wd:Q3420767,wd:Q635734,Occupation
wd:Q3421078,wd:Q635734,Occupation
wd:Q3435854,wd:Q635734,Occupation
wd:Q3439046,wd:Q635734,Occupation
wd:Q3455802,wd:Q635734,Occupation
wd:Q3490415,wd:Q635734,Occupation
wd:Q3524504,wd:Q635734,Occupation
wd:Q3526455,wd:Q635734,Occupation
wd:Q3564361,wd:Q635734,Occupation
wd:Q3573913,wd:Q635734,Occupation
wd:Q127275,wd:Q635734,Occupation
wd:Q137599,wd:Q635734,Occupation
wd:Q178991,wd:Q635734,Occupation
wd:Q199985,wd:Q635734,Occupation
wd:Q279425,wd:Q635734,Occupation
wd:Q286485,wd:Q635734,Occupation
wd:Q289303,wd:Q635734,Occupation
wd:Q310791,wd:Q635734,Occupation
wd:Q318468,wd:Q635734,Occupation
wd:Q378684,wd:Q635734,Occupation
wd:Q450310,wd:Q635734,Occupation
wd:Q549841,wd:Q635734,Occupation
wd:Q587038,wd:Q635734,Occupation
wd:Q1114324,wd:Q635734,Occupation
wd:Q1187395,wd:Q635734,Occupation
wd:Q1216036,wd:Q635734,Occupation
wd:Q1338383,wd:Q635734,Occupation
wd:Q1386130,wd:Q635734,Occupation
wd:Q1441778,wd:Q635734,Occupation
wd:Q1456238,wd:Q635734,Occupation
wd:Q648584,wd:Q635734,Occupation
wd:Q677472,wd:Q635734,Occupation
wd:Q743493,wd:Q635734,Occupation
wd:Q745858,wd:Q635734,Occupation
wd:Q867952,wd:Q635734,Occupation
wd:Q947276,wd:Q635734,Occupation
wd:Q978749,wd:Q635734,Occupation
wd:Q1063803,wd:Q635734,Occupation
wd:Q21733379,wd:Q635734,Occupation
wd:Q22134539,wd:Q635734,Occupation
wd:Q24276091,wd:Q635734,Occupation
wd:Q25932222,wd:Q635734,Occupation
wd:Q26178941,wd:Q635734,Occupation
wd:Q26213085,wd:Q635734,Occupation
wd:Q15407315,wd:Q635734,Occupation
wd:Q15407386,wd:Q635734,Occupation
wd:Q15449654,wd:Q635734,Occupation
wd:Q15727649,wd:Q635734,Occupation
wd:Q15763448,wd:Q635734,Occupation
wd:Q15969998,wd:Q635734,Occupation
wd:Q15973461,wd:Q635734,Occupation
wd:Q16222825,wd:Q635734,Occupation
wd:Q16260396,wd:Q635734,Occupation
wd:Q16267257,wd:Q635734,Occupation
wd:Q16862516,wd:Q635734,Occupation
wd:Q17629021,wd:Q635734,Occupation
wd:Q17977174,wd:Q635734,Occupation
wd:Q18011794,wd:Q635734,Occupation
wd:Q18115456,wd:Q635734,Occupation
wd:Q18115478,wd:Q635734,Occupation
wd:Q18510341,wd:Q635734,Occupation
wd:Q18578072,wd:Q635734,Occupation
wd:Q18600895,wd:Q635734,Occupation
wd:Q18744954,wd:Q635734,Occupation
wd:Q19266265,wd:Q635734,Occupation
wd:Q19606616,wd:Q635734,Occupation
wd:Q19956440,wd:Q635734,Occupation
wd:Q20789764,wd:Q635734,Occupation
wd:Q21043236,wd:Q635734,Occupation
wd:Q27535600,wd:Q635734,Occupation
wd:Q27788724,wd:Q635734,Occupation
wd:Q27914575,wd:Q635734,Occupation
wd:Q28038995,wd:Q635734,Occupation
wd:Q28476099,wd:Q635734,Occupation
wd:Q28563882,wd:Q635734,Occupation
wd:Q28587084,wd:Q635734,Occupation
wd:Q28654089,wd:Q635734,Occupation
wd:Q28723376,wd:Q635734,Occupation
wd:Q28728353,wd:Q635734,Occupation
wd:Q28729053,wd:Q635734,Occupation
wd:Q28822713,wd:Q635734,Occupation
wd:Q28916714,wd:Q635734,Occupation
wd:Q32860453,wd:Q635734,Occupation
wd:Q33695383,wd:Q635734,Occupation
wd:Q33700091,wd:Q635734,Occupation
wd:Q33823809,wd:Q635734,Occupation
wd:Q33878194,wd:Q635734,Occupation
wd:Q33879393,wd:Q635734,Occupation
wd:Q34007588,wd:Q635734,Occupation
wd:Q34011476,wd:Q635734,Occupation
wd:Q34013771,wd:Q635734,Occupation
wd:Q34024663,wd:Q635734,Occupation
wd:Q34029797,wd:Q635734,Occupation
wd:Q34032365,wd:Q635734,Occupation
wd:Q34034949,wd:Q635734,Occupation
wd:Q34041255,wd:Q635734,Occupation
wd:Q34041910,wd:Q635734,Occupation
wd:Q34052622,wd:Q635734,Occupation
wd:Q34058284,wd:Q635734,Occupation
wd:Q34062195,wd:Q635734,Occupation
wd:Q34063031,wd:Q635734,Occupation
wd:Q34067897,wd:Q635734,Occupation
wd:Q34644248,wd:Q635734,Occupation
wd:Q34648435,wd:Q635734,Occupation
wd:Q34802691,wd:Q635734,Occupation
wd:Q34816135,wd:Q635734,Occupation
wd:Q34838434,wd:Q635734,Occupation
wd:Q35140434,wd:Q635734,Occupation
wd:Q35162580,wd:Q635734,Occupation
wd:Q35229518,wd:Q635734,Occupation
wd:Q35229749,wd:Q635734,Occupation
wd:Q35231741,wd:Q635734,Occupation
wd:Q35237751,wd:Q635734,Occupation
wd:Q35244817,wd:Q635734,Occupation
wd:Q35250596,wd:Q635734,Occupation
wd:Q38151825,wd:Q635734,Occupation
wd:Q44949043,wd:Q635734,Occupation
wd:Q3579189,wd:Q635734,Occupation
wd:Q3579824,wd:Q635734,Occupation
wd:Q3588349,wd:Q635734,Occupation
wd:Q3588522,wd:Q635734,Occupation
wd:Q3592368,wd:Q635734,Occupation
wd:Q3998414,wd:Q635734,Occupation
wd:Q4282498,wd:Q635734,Occupation
wd:Q8327414,wd:Q635734,Occupation
wd:Q8340353,wd:Q635734,Occupation
wd:Q2826973,wd:Q2994440,Occupation
wd:Q2847624,wd:Q2994440,Occupation
wd:Q2851241,wd:Q2994440,Occupation
wd:Q3109280,wd:Q2994440,Occupation
wd:Q3385922,wd:Q2994440,Occupation
wd:Q14626534,wd:Q2994440,Occupation
wd:Q15407461,wd:Q2994440,Occupation
wd:Q15407464,wd:Q2994440,Occupation
wd:Q20966423,wd:Q2994440,Occupation
wd:Q21791506,wd:Q2994440,Occupation
wd:Q22910673,wd:Q2994440,Occupation
wd:Q24050936,wd:Q2994440,Occupation
wd:Q24807487,wd:Q2994440,Occupation
wd:Q25308266,wd:Q2994440,Occupation
wd:Q27919929,wd:Q2994440,Occupation
wd:Q28563882,wd:Q2994440,Occupation
wd:Q29862605,wd:Q2994440,Occupation
wd:Q30105490,wd:Q2994440,Occupation
wd:Q43260360,wd:Q2994440,Occupation
wd:Q962402,wd:Q2994439,Fonction
wd:Q1607626,wd:Q2994439,Fonction
wd:Q1872012,wd:Q2994439,Fonction
wd:Q3083617,wd:Q2994439,Fonction
wd:Q30058691,wd:Q2994439,Fonction
wd:Q30062526,wd:Q2994439,Fonction
wd:Q678078,wd:Q2994439,Occupation
wd:Q860169,wd:Q2994439,Occupation
wd:Q2377429,wd:Q2994439,Occupation
wd:Q2831510,wd:Q2994439,Occupation
wd:Q3093853,wd:Q2994439,Occupation
wd:Q3130713,wd:Q2994439,Occupation
wd:Q3170286,wd:Q2994439,Occupation
wd:Q3310336,wd:Q2994439,Occupation
wd:Q3490415,wd:Q2994439,Occupation
wd:Q17497079,wd:Q2994439,Occupation
wd:Q20743254,wd:Q2994439,Occupation
wd:Q21192403,wd:Q2994439,Occupation
wd:Q46029250,wd:Q2994439,Occupation
wd:Q2257450,wd:Q384602,Employeur
wd:Q2848722,wd:Q384602,Employeur
wd:Q3035233,wd:Q384602,Employeur
wd:Q3102548,wd:Q384602,Employeur
wd:Q3109280,wd:Q384602,Employeur
wd:Q21030683,wd:Q384602,Employeur
wd:Q28934150,wd:Q384602,Employeur
wd:Q28934181,wd:Q384602,Employeur
wd:Q108628,wd:Q19675,Employeur
wd:Q338430,wd:Q19675,Employeur
wd:Q544531,wd:Q19675,Employeur
wd:Q2206419,wd:Q19675,Employeur
wd:Q2851241,wd:Q19675,Employeur
wd:Q3167394,wd:Q19675,Employeur
wd:Q3559798,wd:Q19675,Employeur
wd:Q19754068,wd:Q19675,Employeur
wd:Q22212277,wd:Q19675,Employeur
wd:Q24237559,wd:Q19675,Employeur
wd:Q28859818,wd:Q19675,Employeur
wd:Q28945134,wd:Q19675,Employeur
wd:Q41751261,wd:Q19675,Employeur
wd:Q34208240,wd:Q1664768,Employeur
