id	label	relation	in	label_relation	label_in
wd:Q34034949	Jules Marion	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q34041255	Léon Aubineau	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q34041910	Augustin Deloye	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q34052622	Gabriel Eisenbach	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q34058284	Paul Marchegay	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q34062195	Louis Boca	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q34063031	Marie-Bernard Bernhard	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q34067897	Louis Hugot	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q34644248	Jules Rimasson	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q34648435	André Laudy	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q34802691	Léon Lecestre	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q34816135	Léon Le Grand	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q34838434	Joseph Souchon	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q35140434	Pierre Piétresson de Saint-Aubin	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q35162580	Lucien Metzger	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q35229518	Étienne Delcambre	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q35229749	Joseph Despont	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q35231741	Charles Brouard	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q35237751	Anne Baudot	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q35244817	Yvonne Bezard	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q35250596	Michel Le Grand	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q38151825	Yves Soulingeas	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q44949043	Charles Aubépin	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3579189	Édith Thomas	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3579824	Édouard Ducéré	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3588349	Émile Biais	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3588522	Émile Gabory	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3592368	Étienne Taillemite	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3998414	Jean Passy	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q4282498	Henry Marie Radegonde Martin	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q8327414	Robert Avezou	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q8340353	Georges Weill	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q2826973	Agnès Callu	wdt:P106	wd:Q2994440	Occupation	Conservateur du Patrimoin
wd:Q2847624	André Delpuech	wdt:P106	wd:Q2994440	Occupation	Conservateur du Patrimoin
wd:Q2851241	Anne Pingeot	wdt:P106	wd:Q2994440	Occupation	Conservateur du Patrimoin
wd:Q3109280	Jean Clottes	wdt:P106	wd:Q2994440	Occupation	Conservateur du Patrimoin
wd:Q3385922	Pierre Lemoine	wdt:P106	wd:Q2994440	Occupation	Conservateur du Patrimoin
wd:Q14626534	Laurence des Cars	wdt:P106	wd:Q2994440	Occupation	Conservateur du Patrimoin
wd:Q15407461	Sophie Makariou	wdt:P106	wd:Q2994440	Occupation	Conservateur du Patrimoin
wd:Q15407464	Sylvie Ramond	wdt:P106	wd:Q2994440	Occupation	Conservateur du Patrimoin
wd:Q20966423	Alfred Pacquement	wdt:P106	wd:Q2994440	Occupation	Conservateur du Patrimoin
wd:Q21791506	Catherine Arminjon-Roesch	wdt:P106	wd:Q2994440	Occupation	Conservateur du Patrimoin
wd:Q22910673	Malou Schneider	wdt:P106	wd:Q2994440	Occupation	Conservateur du Patrimoin
wd:Q24050936	Anne-Marie de Brem	wdt:P106	wd:Q2994440	Occupation	Conservateur du Patrimoin
wd:Q24807487	Yves Le Fur	wdt:P106	wd:Q2994440	Occupation	Conservateur du Patrimoin
wd:Q25308266	Françoise Mardrus	wdt:P106	wd:Q2994440	Occupation	Conservateur du Patrimoin
wd:Q27919929	Sébastien Delot	wdt:P106	wd:Q2994440	Occupation	Conservateur du Patrimoin
wd:Q28563882	Amable de Sablon du Corail	wdt:P106	wd:Q2994440	Occupation	Conservateur du Patrimoin
wd:Q29862605	Jean-Jacques Rioult	wdt:P106	wd:Q2994440	Occupation	Conservateur du Patrimoin
wd:Q30105490	Marie-Laure de Rochebrune	wdt:P106	wd:Q2994440	Occupation	Conservateur du Patrimoin
wd:Q43260360	Catherine Cuenca	wdt:P106	wd:Q2994440	Occupation	Conservateur du Patrimoin
wd:Q962402	Philarète Chasles	wdt:P39	wd:Q2994439	Fonction	Conservateur des Bibliothèques
wd:Q1607626	Paul Lacroix	wdt:P39	wd:Q2994439	Fonction	Conservateur des Bibliothèques
wd:Q1872012	Louis Ulbach	wdt:P39	wd:Q2994439	Fonction	Conservateur des Bibliothèques
wd:Q3083617	François-Philippe Gourdin	wdt:P39	wd:Q2994439	Fonction	Conservateur des Bibliothèques
wd:Q30058691	Colette Meuvret	wdt:P39	wd:Q2994439	Fonction	Conservateur des Bibliothèques
wd:Q30062526	Marie-Lise Tsagouria	wdt:P39	wd:Q2994439	Fonction	Conservateur des Bibliothèques
wd:Q678078	Armand d’Artois	wdt:P106	wd:Q2994439	Occupation	Conservateur des Bibliothèques
wd:Q860169	Charles Athanase Walckenaer	wdt:P106	wd:Q2994439	Occupation	Conservateur des Bibliothèques
wd:Q2377429	Maxime Préaud	wdt:P106	wd:Q2994439	Occupation	Conservateur des Bibliothèques
wd:Q2831510	Albert Ronsin	wdt:P106	wd:Q2994439	Occupation	Conservateur des Bibliothèques
wd:Q3093853	Gabriel Marcel	wdt:P106	wd:Q2994439	Occupation	Conservateur des Bibliothèques
wd:Q3130713	Henri Bouchot	wdt:P106	wd:Q2994439	Occupation	Conservateur des Bibliothèques
wd:Q3170286	Jean Adhémar	wdt:P106	wd:Q2994439	Occupation	Conservateur des Bibliothèques
wd:Q3310336	Michel Melot	wdt:P106	wd:Q2994439	Occupation	Conservateur des Bibliothèques
wd:Q3490415	Sonia Combe	wdt:P106	wd:Q2994439	Occupation	Conservateur des Bibliothèques
wd:Q17497079	Thierry Giappiconi	wdt:P106	wd:Q2994439	Occupation	Conservateur des Bibliothèques
wd:Q20743254	Yves Alix	wdt:P106	wd:Q2994439	Occupation	Conservateur des Bibliothèques
wd:Q21192403	Frédéric Blin	wdt:P106	wd:Q2994439	Occupation	Conservateur des Bibliothèques
wd:Q46029250	Hugues-Adrien Joly	wdt:P106	wd:Q2994439	Occupation	Conservateur des Bibliothèques
wd:Q2257450	Françoise Adret	wdt:P108	wd:Q384602	Employeur	Ministère de la Culture
wd:Q2848722	André Tubeuf	wdt:P108	wd:Q384602	Employeur	Ministère de la Culture
wd:Q3035233	Dominique Jamet	wdt:P108	wd:Q384602	Employeur	Ministère de la Culture
wd:Q3102548	Georges Danion	wdt:P108	wd:Q384602	Employeur	Ministère de la Culture
wd:Q3109280	Jean Clottes	wdt:P108	wd:Q384602	Employeur	Ministère de la Culture
wd:Q21030683	Marc Bayard	wdt:P108	wd:Q384602	Employeur	Ministère de la Culture
wd:Q28934150	Jean-François Baldi	wdt:P108	wd:Q384602	Employeur	Ministère de la Culture
wd:Q28934181	Anne Magnant	wdt:P108	wd:Q384602	Employeur	Ministère de la Culture
wd:Q108628	Wilhelm Fröhner	wdt:P108	wd:Q19675	Employeur	Musée de Louvre
wd:Q338430	Wonder Woman	wdt:P108	wd:Q19675	Employeur	Musée de Louvre
wd:Q544531	Germain Bazin	wdt:P108	wd:Q19675	Employeur	Musée de Louvre
wd:Q2206419	Louis Courajod	wdt:P108	wd:Q19675	Employeur	Musée de Louvre
wd:Q2851241	Anne Pingeot	wdt:P108	wd:Q19675	Employeur	Musée de Louvre
wd:Q3167394	Jean-Marc Irollo	wdt:P108	wd:Q19675	Employeur	Musée de Louvre
wd:Q3559798	Vincent Pomarède	wdt:P108	wd:Q19675	Employeur	Musée de Louvre
wd:Q19754068	Paul Vitry	wdt:P108	wd:Q19675	Employeur	Musée de Louvre
wd:Q22212277	Gaston Migeon	wdt:P108	wd:Q19675	Employeur	Musée de Louvre
wd:Q24237559	Guillaume Kientz	wdt:P108	wd:Q19675	Employeur	Musée de Louvre
wd:Q28859818	Blaise Ducos	wdt:P108	wd:Q19675	Employeur	Musée de Louvre
wd:Q28945134	Paulette Pétras	wdt:P108	wd:Q19675	Employeur	Musée de Louvre
wd:Q41751261	Jobson Paradis	wdt:P108	wd:Q19675	Employeur	Musée de Louvre
wd:Q34208240	Geneviève Contamine	wdt:P108	wd:Q1664768	Employeur	IRHT
